Date,TripPast24Hrs,MilesTraveledToday,TotalAnnualMembership,24HrPassPurchased,3DayPassPurchased
7/3/18,54882,113998.0,275157.0,2358,199
7/4/18,48368,136287.0,275304.0,5662,250
7/5/18,59471,133659.0,275487.0,3344,264
7/6/18,49504,111660.0,275614.0,2650,189
7/7/18,60916,173852.0,275793.0,7284,349
7/8/18,60486,171826.0,275988.0,6667,310
7/9/18,70063,153650.0,276203.0,3103,283
7/10/18,72501,147441.0,276399.0,2999,227
7/11/18,73011,163349.0,276553.0,3049,170
7/12/18,74857,161182.0,276703.0,3520,231
7/13/18,72113,156285.0,276858.0,3998,294
7/14/18,62556,157266.0,277000.0,7241,334
7/15/18,52295,132234.0,277133.0,5121,248
7/16/18,67072,146307.0,277344.0,3101,278
7/17/18,48495,97913.0,277466.0,1558,129
7/18/18,75706,169481.0,277703.0,3578,247
7/19/18,78004,141327.0,277891.0,3938,280
7/20/18,74539,136511.0,278052.0,4590,275
7/21/18,53651,114977.0,278195.0,6266,309
7/22/18,44284,87253.0,278338.0,4316,244
7/23/18,53074,88170.0,278458.0,2277,152
7/24/18,69754,117924.0,278651.0,2957,162
7/25/18,42988,66587.0,278742.0,1474,124
7/26/18,71065,122885.0,278874.0,3321,252
7/27/18,49224,82987.0,278993.0,2526,251
7/28/18,61543,129505.0,279147.0,7004,361
7/29/18,63472,137343.0,279321.0,7244,250
7/30/18,69512,123639.0,279509.0,3490,333
7/31/18,76253,134233.0,279702.0,3637,246
8/1/18,64467,106881.0,279888.0,2673,185
8/2/18,69711,118282.0,280110.0,2998,217
8/3/18,61962,105765.0,280279.0,3145,247
8/4/18,51200,104541.0,280498.0,5352,198
8/5/18,58379,122656.0,280721.0,6289,309
8/6/18,65686,112585.0,280922.0,3022,281
8/7/18,64351,106678.0,281097.0,2640,201
8/8/18,70577,120473.0,281275.0,2911,267
8/9/18,71976,124150.0,281441.0,3379,238
8/10/18,69617,123534.0,281572.0,4266,280
8/11/18,36607,69505.0,281689.0,2994,141
8/12/18,59834,125265.0,281881.0,6407,281
8/13/18,44273,70501.0,281991.0,1563,82
8/14/18,63733,107144.0,282169.0,2592,211
8/15/18,73124,128453.0,282317.0,3565,266
8/16/18,70825,123444.0,282471.0,3511,276
8/17/18,63316,109405.0,282583.0,3563,232
8/18/18,57284,125508.0,282795.0,6672,351
8/19/18,45874,86651.0,282943.0,3926,155
8/20/18,67589,118793.0,283162.0,3312,224
8/21/18,75214,132261.0,283358.0,3683,257
8/22/18,72614,125978.0,283543.0,3366,225
8/23/18,73877,130310.0,283720.0,3975,331
8/24/18,72894,132952.0,283884.0,4794,320
8/25/18,64683,140537.0,284066.0,7535,345
8/26/18,60954,132223.0,284268.0,6928,302
8/27/18,67630,116967.0,284457.0,3350,242
8/28/18,66638,110486.0,284667.0,2814,150
8/29/18,65903,107006.0,284791.0,2766,171
8/30/18,67900,113385.0,284938.0,3218,164
8/31/18,58922,97818.0,285087.0,3186,180
9/1/18,54318,116904.0,285245.0,6711,439
9/2/18,60828,140923.0,285368.0,5562,292
9/3/18,55067,117164.0,285609.0,6239,279
9/4/18,68655,114264.0,285867.0,2793,215
9/5/18,74981,124919.0,286102.0,2934,191
9/6/18,70264,113123.0,286304.0,2678,207
9/7/18,74586,127470.0,286475.0,3523,227
9/8/18,58284,111254.0,286637.0,5442,270
9/9/18,19950,30544.0,286752.0,895,16
9/10/18,23949,32472.0,286847.0,463,26
9/11/18,66552,109380.0,286985.0,2456,193
9/12/18,53241,82748.0,287120.0,1650,115
9/13/18,74054,123401.0,287262.0,2874,197
9/14/18,74330,128288.0,287412.0,3623,298
9/15/18,71185,149524.0,287622.0,7570,353
9/16/18,69515,150281.0,287897.0,7410,270
9/17/18,71340,118809.0,288137.0,2914,162
9/18/18,53077,82768.0,288266.0,1433,74
9/19/18,74372,129089.0,288450.0,3529,290
9/20/18,76803,129385.0,288599.0,3130,235
9/21/18,74940,128273.0,288719.0,3677,224
9/22/18,69133,142121.0,289160.0,7511,298
9/23/18,55494,104944.0,289370.0,4716,184
9/24/18,71631,115888.0,289524.0,2615,289
9/25/18,25430,35795.0,289591.0,506,65
9/26/18,68007,110772.0,289698.0,2423,296
9/27/18,75370,126480.0,289829.0,3044,399
9/28/18,57230,90249.0,289911.0,1986,296
9/29/18,69321,145920.0,290170.0,6960,906
9/30/18,66224,139423.0,290467.0,6367,675
10/1/18,71387,120257.0,290631.0,2618,307
10/2/18,73113,122234.0,290788.0,2666,195
10/3/18,76769,129720.0,290947.0,3141,199
10/4/18,70698,116337.0,291073.0,2838,222
10/5/18,74744,129597.0,291166.0,3979,254
10/6/18,57599,110421.0,291298.0,5658,310
10/7/18,60753,127033.0,291425.0,6936,277
10/8/18,58256,95097.0,291549.0,2865,121
10/9/18,74251,123973.0,291672.0,2846,207
10/10/18,77317,132255.0,291765.0,3115,202
10/11/18,46862,70173.0,291862.0,1323,59
10/12/18,67686,113055.0,291962.0,3453,255
10/13/18,54747,100652.0,292029.0,2430,125
10/14/18,54297,103697.0,292158.0,4805,204
10/15/18,59181,92219.0,292262.0,1958,95
10/16/18,66661,104171.0,292370.0,2200,158
10/17/18,67868,107762.0,292469.0,2341,134
10/18/18,61668,94356.0,292519.0,1969,143
10/19/18,64735,105730.0,292604.0,3012,192
10/20/18,56281,109142.0,292711.0,5644,309
10/21/18,39192,64764.0,292811.0,2488,100
10/22/18,57919,88293.0,292899.0,1721,133
10/23/18,68086,110293.0,292992.0,2356,181
10/24/18,64203,98615.0,293077.0,1942,97
10/25/18,61637,95827.0,293309.0,2003,146
10/26/18,59861,92569.0,293508.0,2292,131
10/27/18,13124,17949.0,293542.0,333,11
10/28/18,42502,74540.0,293611.0,3134,154
10/29/18,60028,92882.0,293722.0,1853,156
10/30/18,65545,102834.0,293819.0,1957,141
10/31/18,68447,114039.0,294007.0,2544,225
11/1/18,74260,128502.0,294111.0,3288,245
11/2/18,63746,105906.0,294186.0,2817,237
11/3/18,49127,89639.0,294256.0,4200,199
11/4/18,50713,98021.0,294329.0,5107,99
11/5/18,33345,47328.0,294396.0,776,31
11/6/18,40271,56313.0,294442.0,1186,29
11/7/18,67925,112354.0,294527.0,2590,189
11/8/18,64441,103621.0,294595.0,2191,146
11/9/18,36952,54282.0,294647.0,1064,63
11/10/18,37809,63740.0,294689.0,2649,132
11/11/18,36612,64197.0,294744.0,2763,78
11/12/18,51341,79338.0,294792.0,1707,79
11/13/18,36957,52453.0,294838.0,751,27
11/14/18,49621,70932.0,294882.0,935,30
11/15/18,24948,35594.0,294900.0,407,24
11/16/18,34447,49576.0,294915.0,761,48
11/17/18,37974,61206.0,294951.0,2257,56
11/18/18,34390,55093.0,294988.0,1916,45
11/19/18,54540,83935.0,295037.0,1522,84
11/20/18,51910,75746.0,295070.0,1259,37
11/21/18,40417,58441.0,295112.0,1050,39
11/22/18,8798,12626.0,295200.0,369,20
11/23/18,16107,23143.0,295439.0,597,26
11/24/18,20087,32011.0,295530.0,1137,41
11/25/18,34519,60831.0,295688.0,2521,36
11/26/18,29189,42333.0,296251.0,499,18
11/27/18,49979,74556.0,296351.0,802,31
11/28/18,48433,69352.0,296405.0,777,29
11/29/18,51468,76715.0,296452.0,1054,51
11/30/18,46001,67098.0,296497.0,1065,47
12/1/18,37989,62304.0,296553.0,2256,37
12/2/18,18418,26501.0,296584.0,554,11
12/3/18,53974,85524.0,296664.0,1308,62
12/4/18,49058,71843.0,296708.0,867,27
12/5/18,46779,67536.0,296753.0,814,38
12/6/18,46543,66885.0,296798.0,910,40
12/7/18,43841,63353.0,296843.0,948,52
12/8/18,29909,44552.0,296867.0,1271,46
12/9/18,27547,40886.0,296897.0,1064,23
12/10/18,43358,62699.0,296938.0,762,25
12/11/18,47335,68321.0,296974.0,823,20
12/12/18,47717,68600.0,297005.0,748,28
12/13/18,40736,57295.0,297042.0,593,14
12/14/18,44775,66633.0,297078.0,1137,44
12/15/18,36423,57244.0,297119.0,1902,45
12/16/18,9835,13599.0,297131.0,203,4
12/17/18,45382,66449.0,297173.0,909,32
12/18/18,41703,58360.0,297205.0,656,22
12/19/18,44096,63165.0,297238.0,877,22
12/20/18,34026,48713.0,297269.0,751,20
12/21/18,23996,34450.0,297290.0,481,24
12/22/18,24870,36653.0,297327.0,1088,25
12/23/18,22230,35921.0,297355.0,1298,37
12/24/18,18990,27246.0,297387.0,681,18
12/25/18,11177,21483.0,297426.0,1080,38
12/26/18,25358,39176.0,297487.0,1118,49
12/27/18,31169,48943.0,297527.0,1510,51
12/28/18,12039,17576.0,297555.0,334,25
12/29/18,29037,54116.0,297622.0,2677,104
12/30/18,22536,37741.0,297682.0,1562,51
12/31/18,18936,29794.0,297748.0,962,31
